node_id,produced,capacity
p0,6.912239967510096,6.912239967510096
p1,0.0,3.492142530094948
p2,0.0,42.926316012710274
p3,21.08862500323504,21.08862500323504
p4,5.670765510101367,5.670765510101367
p5,45.95750287215579,45.95750287215579
p6,0.0,33.02870770454897
p7,34.76224964302064,34.76224964302064
p8,45.50203750860973,45.50203750860973
p9,26.802860518347174,26.802860518347174
p10,0.0,13.937036161513715
p11,49.60149914194165,58.92377104933285
p12,0.0,32.644714833207985
p13,1.154171100448644,8.967281701090391
p14,0.0,10.203656495493263
p15,3.261219814228891,8.05201785918562
p16,7.875288686585079,18.392211363177175
p17,6.374990969739997,6.374990969739997
p18,0.0,8.134666330980957
p19,10.73903002716147,57.76234036115129
p20,27.54367760849592,27.54367760849592
p21,0.0,34.36273442922805
p22,8.407552095681863,8.407552095681863
p23,5.290818679501052,5.290818679501052
p24,0.0,61.338290251577796
p25,0.0,4.007038293405064
p26,34.6301220618099,34.6301220618099
p27,12.633873025864762,12.633873025864762
p28,4.81195669241884,4.81195669241884
p30,7.509379264244925,7.509379264244925
p31,22.09310216460117,22.09310216460117
p32,0.0,7.075930777107586
p33,0.0,16.447562740700466
p34,17.29823060769772,17.29823060769772
p35,3.2711106432539743,3.2711106432539743
p36,0.0,44.4261623969798
p37,6.511834039116507,6.511834039116507
p38,0.0,8.78715254552492
p39,15.485949653265623,15.485949653265623
p40,0.0,13.115341609862284
p41,0.0,9.085365613994782
p42,10.381155882439561,10.381155882439561
p43,26.135026365102917,26.135026365102917
p44,3.460020531205808,3.460020531205808
p45,0.0,57.62379119692072
p46,0.0,7.607216202902074
p47,0.0,16.796273829725216
p48,0.0,11.522546606420738
p49,8.641554676507834,8.641554676507834
