commodity,from_id,to_id,flow
p0,p0,t162,4.852392457192087
p0,t162,t127,4.852392457192087
p0,t127,oft_f4,4.852392457192087
p3,t173,oft_steel5,14.804214752271
p3,t167,t173,14.804214752271
p3,p3,t167,14.804214752271
p4,t173,oft_steel5,3.9808773880911597
p4,p4,t84,3.9808773880911597
p4,t84,t173,3.9808773880911597
p5,p5,t80,21.523136989091896
p5,t80,t147,21.523136989091896
p5,t147,oft_steel2,21.523136989091896
p5,p5,oft_f9,10.73903002716147
p7,p7,oft_steel1,10.693789399378925
p7,p7,oft_f1,12.290223253307015
p7,p7,oft_f3,1.419086596714548
p8,t15,oft_f5,9.068514245158575
p8,t18,t93,9.068514245158575
p8,t93,oft_f6,9.068514245158575
p8,t18,t15,9.068514245158575
p8,t18,t94,13.80540184072688
p8,p8,t18,31.94243033104403
p8,t94,oft_steel8,9.638651270147282
p8,t94,oft_steel9,4.166750570579598
p9,p9,t163,18.815608083879717
p9,t163,t144,18.367086876410013
p9,t144,oft_steel4,18.367086876410013
p9,t147,oft_steel2,0.44852120746970314
p9,t163,t147,0.44852120746970314
p11,t49,t94,29.2989309402416
p11,p11,t49,29.2989309402416
p11,t94,oft_steel9,29.2989309402416
p16,p16,oft_f10,3.9376443432925394
p17,p17,oft_steel3,4.475243660757478
p22,t173,oft_steel5,2.9094426291596953
p22,t144,oft_steel4,1.5978386446012776
p22,t84,t144,1.5978386446012776
p22,p22,t84,4.507281273760973
p22,t84,t173,2.9094426291596953
p22,p22,oft_f8,1.394820297407696
p23,t173,oft_steel5,2.995644835960204
p23,t146,t173,2.995644835960204
p23,p23,oft_f2,0.7185098770495344
p23,p23,t146,2.995644835960204
p26,t67,t94,24.310345687390548
p26,p26,t67,24.310345687390548
p26,t94,oft_steel8,24.310345687390548
p28,p28,oft_f7,3.377993598078026
p30,p30,oft_f11,3.9376443432925394
p31,p31,oft_f2,11.571713376257481
p31,p31,oft_f12,3.9376443432925394
p35,p35,t62,2.29631967156429
p35,t62,t144,2.29631967156429
p35,t144,oft_steel4,2.29631967156429
p37,p37,oft_f8,4.571307495459788
p39,p39,oft_f3,10.871136656592467
p42,p42,t1,4.699437234683115
p42,p42,oft_f7,2.588134194789458
p42,t127,oft_f4,4.216121787966488
p42,t1,t127,4.216121787966488
p42,t1,t94,0.4833154467166274
p42,t94,oft_steel9,0.4833154467166274
p44,t144,oft_steel4,2.428934412906477
p44,t153,t144,2.428934412906477
p44,p44,t153,2.428934412906477
p49,p49,oft_steel1,6.066371382908499
pf0,pf0,oft_steel12,12.345089802741029
pf5,pf5,t80,24.690179605482058
pf5,t80,t69,24.690179605482058
pf5,t69,oft_steel7,24.690179605482058
pf17,pf17,oft_steel3,100.45801966254129
pf28,pf28,oft_steel11,15.431362253426286
pf28,pf28,oft_steel10,15.431362253426286
pf31,pf31,oft_steel6,24.690179605482058
pf44,pf44,oft_ship144,290.12
pf44,t153,t37,7.15935335144098
pf44,t37,oft_f13,7.15935335144098
pf44,pf44,t153,7.15935335144098
pf49,pf49,oft_steel1,88.17310254101133
pf49,pf49,oft_steel2,82.96160512673717
