,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t80,t83,t84,t85,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,oft_f1,oft_f2,oft_f3,oft_f4,oft_f5,oft_f6,oft_f7,oft_f8,oft_f9,oft_f10,oft_f11,oft_f12,oft_f13,oft_steel1,oft_steel2,oft_steel3,oft_steel4,oft_steel5,oft_steel6,oft_steel7,oft_steel8,oft_steel9,oft_steel10,oft_steel11,oft_steel12,oft_sh1,oft_sh2,oft_sh3,oft_sh4,oft_sh5,oft_sh6,oft_sh7,oft_sh8,oft_sh9,oft_sh10,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,164
t11,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,inf,60.0,60.0,60.0,60.0,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,254.46205593175796,182.70010851076242,213.4307365647541,inf,inf,293.9086887493912,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,203.97212626402109,220.58099374149526,inf,inf,inf,inf,inf,217.51125259386018,inf,inf,213.70318114020517,inf,inf,inf,255.49849603062546,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t12,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,inf,60.0,60.0,60.0,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,164.42502443203523,81.25530733611116,111.40324524724426,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,102.55182815635536,119.00695121566095,inf,inf,inf,inf,inf,115.6576625725193,inf,inf,111.67827467240183,inf,inf,inf,198.93894852800042,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t13,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,inf,60.0,60.0,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,209.10352682277448,118.77812463902922,147.18638540000217,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,141.72195544789912,157.09277330081096,inf,inf,inf,inf,inf,152.7956562999571,inf,inf,147.52178143669795,inf,inf,inf,183.8947997266801,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t14,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,inf,60.0,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t15,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,60.0,inf,60.0,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,161.6102804847323,72.42369832436093,101.19866995809785,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,94.10608938658105,109.96415980690588,inf,inf,inf,inf,inf,106.10759161419396,inf,inf,101.50175268598221,inf,inf,inf,186.64834546015408,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t16,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,inf,80.0,60.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,304.4725245904829,222.16083080306464,220.3206585054486,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,231.245337831421,232.019513810945,inf,inf,inf,inf,inf,226.7995230256778,inf,inf,220.6047808696722,inf,inf,inf,56.96616971008123,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t17,110.0,140.0,80.0,105.0,60.0,80.0,105.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,inf,80.0,105.0,105.0,125.0,110.0,120.0,110.0,110.0,120.0,105.0,105.0,140.0,140.0,125.0,100.0,120.0,80.0,80.0,125.0,80.0,80.0,80.0,80.0,105.0,105.0,80.0,140.0,140.0,80.0,80.0,80.0,60.0,140.0,100.0,100.0,60.0,60.0,140.0,80.0,80.0,80.0,140.0,125.0,140.0,140.0,140.0,80.0,110.0,110.0,110.0,110.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,110.0,100.0,120.0,140.0,120.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,75.0,75.0,60.0,60.0,60.0,105.0,60.0,75.0,100.0,105.0,105.0,60.0,125.0,75.0,75.0,60.0,125.0,140.0,75.0,75.0,60.0,75.0,75.0,100.0,120.0,80.0,80.0,75.0,60.0,120.0,60.0,60.0,60.0,80.0,60.0,105.0,75.0,75.0,80.0,105.0,60.0,75.0,120.0,75.0,140.0,140.0,125.0,140.0,140.0,125.0,125.0,140.0,100.0,125.0,75.0,140.0,75.0,140.0,140.0,75.0,75.0,75.0,100.0,130.0,100.0,140.0,140.0,140.0,140.0,140.0,100.0,100.0,140.0,140.0,140.0,inf,inf,inf,261.2585291724749,189.02330271188714,180.59769134060252,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,193.42986142880866,191.02625092176447,inf,inf,inf,inf,inf,186.31128698566593,inf,inf,180.82725930431056,inf,inf,inf,63.65815023260351,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t18,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,inf,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,120.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,80.0,115.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,60.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,inf,inf,inf,inf,258.40097518388404,256.4325294406913,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,267.4867787930257,268.0263082076315,inf,inf,inf,inf,inf,262.8513593020125,inf,inf,256.71249024705713,inf,inf,inf,90.10862968780793,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t20,75.0,130.0,90.0,60.0,105.0,90.0,60.0,75.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,105.0,90.0,inf,60.0,135.0,75.0,95.0,75.0,75.0,95.0,60.0,60.0,135.0,135.0,135.0,100.0,120.0,90.0,90.0,135.0,90.0,90.0,90.0,90.0,60.0,60.0,90.0,135.0,135.0,90.0,90.0,90.0,105.0,135.0,100.0,75.0,105.0,105.0,135.0,90.0,90.0,90.0,135.0,135.0,130.0,135.0,135.0,90.0,115.0,115.0,115.0,115.0,75.0,90.0,90.0,75.0,75.0,100.0,75.0,115.0,75.0,95.0,125.0,120.0,90.0,90.0,90.0,90.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,60.0,105.0,105.0,75.0,60.0,60.0,105.0,135.0,105.0,105.0,105.0,135.0,130.0,105.0,105.0,105.0,105.0,105.0,75.0,95.0,90.0,90.0,105.0,105.0,95.0,105.0,105.0,105.0,90.0,105.0,60.0,105.0,105.0,90.0,60.0,105.0,105.0,95.0,105.0,135.0,135.0,135.0,130.0,130.0,135.0,135.0,125.0,75.0,135.0,105.0,130.0,105.0,130.0,130.0,105.0,105.0,105.0,75.0,135.0,75.0,130.0,125.0,125.0,125.0,125.0,75.0,75.0,130.0,135.0,135.0,inf,inf,inf,inf,inf,inf,165.24752092108614,312.9635550843542,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,150.00869561329483,80.80079163151773,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t21,75.0,130.0,90.0,60.0,105.0,90.0,60.0,75.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,105.0,90.0,60.0,inf,135.0,75.0,95.0,75.0,75.0,95.0,60.0,60.0,135.0,135.0,135.0,100.0,120.0,90.0,90.0,135.0,90.0,90.0,90.0,90.0,60.0,60.0,90.0,135.0,135.0,90.0,90.0,90.0,105.0,135.0,100.0,75.0,105.0,105.0,135.0,90.0,90.0,90.0,135.0,135.0,130.0,135.0,135.0,90.0,115.0,115.0,115.0,115.0,75.0,90.0,90.0,75.0,75.0,100.0,75.0,115.0,75.0,95.0,125.0,120.0,90.0,90.0,90.0,90.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,60.0,105.0,105.0,75.0,60.0,60.0,105.0,135.0,105.0,105.0,105.0,135.0,130.0,105.0,105.0,105.0,105.0,105.0,75.0,95.0,90.0,90.0,105.0,105.0,95.0,105.0,105.0,105.0,90.0,105.0,60.0,105.0,105.0,90.0,60.0,105.0,105.0,95.0,105.0,135.0,135.0,135.0,130.0,130.0,135.0,135.0,125.0,75.0,135.0,105.0,130.0,105.0,130.0,130.0,105.0,105.0,105.0,75.0,135.0,75.0,130.0,125.0,125.0,125.0,125.0,75.0,75.0,130.0,135.0,135.0,inf,inf,inf,inf,inf,inf,176.4788029754164,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,161.191905115336,85.97612179397045,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t22,135.0,75.0,115.0,135.0,125.0,115.0,135.0,120.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,125.0,115.0,135.0,135.0,inf,135.0,100.0,135.0,135.0,100.0,135.0,135.0,75.0,75.0,60.0,100.0,105.0,115.0,115.0,60.0,115.0,115.0,115.0,115.0,135.0,135.0,115.0,75.0,75.0,115.0,115.0,115.0,125.0,75.0,100.0,135.0,125.0,125.0,75.0,115.0,115.0,115.0,75.0,60.0,75.0,75.0,75.0,115.0,95.0,95.0,95.0,95.0,125.0,115.0,115.0,125.0,125.0,100.0,135.0,95.0,125.0,100.0,100.0,105.0,115.0,115.0,115.0,115.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,135.0,125.0,125.0,120.0,135.0,135.0,125.0,60.0,125.0,125.0,125.0,60.0,75.0,125.0,125.0,125.0,125.0,125.0,120.0,100.0,115.0,115.0,125.0,125.0,100.0,125.0,125.0,125.0,115.0,125.0,135.0,125.0,125.0,115.0,135.0,125.0,125.0,100.0,125.0,75.0,75.0,60.0,75.0,75.0,60.0,60.0,100.0,120.0,60.0,125.0,75.0,125.0,75.0,75.0,125.0,125.0,125.0,120.0,75.0,125.0,75.0,100.0,100.0,100.0,100.0,125.0,125.0,75.0,75.0,75.0,inf,261.8911764576344,inf,inf,inf,inf,inf,inf,inf,inf,inf,292.59391984744536,inf,inf,inf,inf,inf,inf,310.6788113904207,inf,inf,inf,inf,inf,inf,35.2098,inf,inf,inf,inf,inf,inf,256.975698778321,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t23,60.0,125.0,115.0,75.0,110.0,115.0,75.0,85.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,110.0,115.0,75.0,75.0,135.0,inf,85.0,60.0,60.0,85.0,75.0,75.0,135.0,135.0,135.0,115.0,120.0,115.0,115.0,135.0,115.0,115.0,115.0,115.0,75.0,75.0,115.0,135.0,135.0,115.0,115.0,115.0,110.0,135.0,115.0,80.0,110.0,110.0,135.0,115.0,115.0,115.0,135.0,135.0,125.0,135.0,135.0,115.0,140.0,140.0,140.0,140.0,75.0,115.0,115.0,75.0,75.0,115.0,80.0,140.0,75.0,85.0,125.0,120.0,115.0,115.0,115.0,115.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,75.0,110.0,110.0,85.0,75.0,75.0,110.0,135.0,110.0,110.0,110.0,135.0,125.0,110.0,110.0,110.0,110.0,110.0,85.0,85.0,115.0,115.0,110.0,110.0,85.0,110.0,110.0,110.0,115.0,110.0,75.0,110.0,110.0,115.0,75.0,110.0,110.0,85.0,110.0,135.0,135.0,135.0,125.0,125.0,135.0,135.0,125.0,85.0,135.0,110.0,125.0,110.0,125.0,125.0,110.0,110.0,110.0,85.0,135.0,75.0,125.0,125.0,125.0,125.0,125.0,75.0,75.0,125.0,135.0,135.0,inf,inf,inf,inf,inf,inf,62.07893223292262,304.2214863049934,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,82.4514493215347,184.6878642177133,inf,inf,inf,inf,inf,inf,inf,inf,inf,272.98244558282227,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
t24,85.0,100.0,105.0,95.0,120.0,105.0,95.0,100.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,120.0,105.0,95.0,95.0,100.0,85.0,inf,85.0,85.0,60.0,95.0,95.0,100.0,100.0,100.0,140.0,125.0,105.0,105.0,100.0,105.0,105.0,105.0,105.0,95.0,95.0,105.0,100.0,100.0,105.0,105.0,105.0,120.0,100.0,140.0,105.0,120.0,120.0,100.0,105.0,105.0,105.0,100.0,100.0,100.0,100.0,100.0,105.0,150.0,150.0,150.0,150.0,75.0,105.0,105.0,75.0,75.0,140.0,105.0,150.0,75.0,60.0,115.0,125.0,105.0,105.0,105.0,105.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,95.0,120.0,120.0,100.0,95.0,95.0,120.0,100.0,120.0,120.0,120.0,100.0,100.0,120.0,120.0,120.0,120.0,120.0,100.0,60.0,105.0,105.0,120.0,120.0,60.0,120.0,120.0,120.0,105.0,120.0,95.0,120.0,120.0,105.0,95.0,120.0,120.0,60.0,120.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.0,100.0,100.0,120.0,100.0,120.0,100.0,100.0,120.0,120.0,120.0,100.0,120.0,75.0,100.0,115.0,115.0,115.0,115.0,75.0,75.0,100.0,100.0,100.0,inf,inf,inf,inf,inf,inf,287.1740058966684,193.44677447431195,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,313.9240933499034,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
